Tên Phim,Tên Khác,Nội Dung,Thể Loại,Rating,Số lượng đánh giá,Năm Phát Hành,Image
Fairy Gone 2nd Season,Fairy Gone Season 2,Mùa thứ 2 của anime Fairy Gone,"Anime,Hành động,Giả tưởng,Siêu nhiên,Demon",8.0,70,2019,https://animehay.life/upload/poster/2914.jpg
Kyokou Suiri,In/Spectre,"Ở tuối 11, Iwanaga Kotoko đã bị lũ yêu quái bắt cóc đi hòng cầu xin cô trở thành Nữ Thần Thông Tuệ làm người hòa giải giữa nhân giới và thế giới yêu ma, đánh đổi lại bằng chân trái và mắt phải của cô. Nhiều năm sau, cô gặp được chàng sinh viên đại học Kuro đã mang lại tiếng sét ái tính cho cô. Qua những lời mách nước của yêu quái và một sự kiện nọ, cô sớm nhận ra có điều lạ kỳ ở chàng trai này. Từ đó, Kotoko quyết định biến anh trở thành người cộng sự, và cũng là người yêu của cô, cùng giải quyết các sự biến liên quan đến yêu ma.","Anime,Tình cảm,Hài hước,Siêu nhiên,Shounen,Bí ẩn,Demon",9.3,790,2020,https://animehay.life/upload/poster/2971.jpg
Magia Record: Mahou Shoujo Madoka★Magica Gaiden,,Câu chuyện nói về một thiếu nữ tên Iroha trên con đường tìm kiếm em gái thất lạc của mình – Ui.,"Anime,Drama,Psychological,Thriller",7.8,71,2020,https://animehay.life/upload/poster/2946.jpg
Chuubyou Gekihatsu Boy,"Juubyou Gekikatsu Boy, Young Disease Outburst Boy","Vì một lý do nào đó, cô bé Mizuki Hijiri phải chuyển trường vào giữa năm học. Tại ngôi trường mới, cô đã gặp gỡ những cậu bạn, và ai cũng đang mắc hội chứng Chuubyou (Hội chứng ảo tưởng tuổi mới lớn). Cậu bản Noda mơ ước trở thành siêu anh hùng; anh chàng otaku đẹp trai “hiếm có khó tìm” Takashima nhưng chỉ yêu gái 2D; cậu chàng Nakamura (chắc là) hiện thân của thiên thần và ác quỷ; và cậu Tsukumo thích vào vai nhân vật phản diện. Làm sao mà Mizuki sống nổi với cấp độ hoang tưởng vượt mức vũ trụ của mấy anh chàng này đây! Thôi! Ai làm ơn trả đĩa bay cho mấy ảnh về đi!!!","Anime,Hài hước,Học đường,Âm nhạc",7.4,77,2019,https://animehay.life/upload/poster/2882.jpg
Granblue Fantasy The Animation Season 2,,Mùa thứ 2 của anime Granblue Fantasy The Animation,"Anime,Hành động,Giả tưởng,Phiêu lưu",8.8,130,2019,https://animehay.life/upload/poster/2883.jpg
Ishuzoku Reviewers,Interspecies Reviewers,"Hành trình ký sự của các checker dày dặn kinh nghiệm, nơi của những phịch thủ có khẩu vị độc đáo, và máy bay u50 có rating cao hơn máy bay u500... Chắc thế?!​","Anime,Tình cảm,Siêu nhiên,Ecchi",8.9,442,2020,https://animehay.life/upload/poster/2969.jpg
Chihayafuru 3,,Phần 3 của Chihayafuru,"Anime,Học đường,Đời thường,Trò chơi,Drama,Thể thao",8.5,101,2019,https://animehay.life/upload/poster/2915.jpg
Runway de Waratte,Smile at the Runway,"Runway de Waratte bắt đầu với câu chuyện về Fujito Muffuki, một người mẫu thời trang đầy tham vọng và là con gái của Công ty người mẫu non trẻ, Mille Neige. Ngay từ khi còn nhỏ, ước mơ của Muffuki là trở thành người mẫu ngôi sao của công ty của cha cô và biểu diễn tại Tuần lễ thời trang Paris. Với ngoại hình tuyệt vời và môi trường tài năng, có vẻ như cô đang đi đúng hướng để thực hiện ước mơ của mình, nhưng cô sớm thấy mình phải đối mặt với một bức tường dường như không thể vượt qua khi chiều cao của cô ngừng tăng lên 158 cm; quá ngắn để trở thành một người mẫu chuyên nghiệp.  Mặc dù Muffuki vẫn tiếp tục tin tưởng vào bản thân mình trong nhiều năm mặc dù mọi người nói với cô rằng điều đó là không thể, nhưng quyết tâm của Muffuki bắt đầu sụp đổ khi cô bước vào năm cuối cấp ba. Đây là khi cô gặp Tsumura Ikuto, một người bạn cùng lớp khập khiễng với tài năng thiết kế quần áo đáng kinh ngạc, người cũng đang cân nhắc từ bỏ giấc mơ của mình do những hoàn cảnh không may. Cùng nhau, họ bắt đầu hành trình làm những điều không thể để thực hiện ước mơ của mình.","Anime,Học đường,Đời thường,Shounen,Drama",8.6,159,2020,https://animehay.life/upload/poster/2966.jpg
Koisuru Asteroid,Koisuru Shouwakusei,"Phim xoay quanh Mirai, cô gái luôn mơ ước được tham gia vào CLB Thiên Văn khi mới bước vào cao trung, sau khi gặp một cậu bạn và hứa sẽ khám phá các tiểu hành tinh mới khi cô còn nhỏ. Nhưng khi cô vào học, CLB Thiên Văn đã bị xóa sổ vào một năm trước và bây giờ nó đã bị gộp lại chung với CLB Khoa Học Địa Cầu.","Anime,Hài hước,Học đường,Đời thường",9.1,100,2020,https://animehay.life/upload/poster/2945.jpg
ACCA: 13-ku Kansatsu-ka - Regards,ACCA 13-ku Kansatsu-ka-Regards,"1 năm sau cuộc đảo chính, tình hình Vương Quốc nay đã trở lại bình thường, người dân háo hức đón chờ Lễ Kỉ niệm 1 năm của hệ thống ACCA mới. Đã 1 năm trôi qua đi, ai cũng đã thay đổi, Lotta giờ đây phải đứng trước lựa chọn của tương lại, Jean thì dẫn dắt lớp nhân viên mới, còn Nino đã tìm được hướng đi của cuộc đời mình.","Anime,Viễn tưởng,Drama,Seinen",6.6,11,2020,https://animehay.life/upload/poster/3004.jpg
Pet,,"Có những con người mang khả năng nhìn thấu được tâm trí và điều khiển người khác theo ý thích của bản thân. Năng lực này được sử dụng để giải các bí ẩn, phá án hoặc cả ám sát. Tiềm năng của nó đủ sức để phá nát tâm trí một con người, song khi phản tác dụng, nó sẽ nuốt chửng tâm can của bản thân. Để bảo vệ nó, người ta dùng những sợi xích tâm cảm để khóa chặt những trái tim và tâm trí yếu đuối lại, họ gọi đó là ""pet"".","Anime,Siêu nhiên,Bí ẩn,Seinen,Psychological",7.6,57,2020,https://animehay.life/upload/poster/2950.jpg
Isekai Quartet 2nd Season,,Mùa thứ 2 của Isekai Quartet,"Anime,Hài hước,Giả tưởng",9.4,166,2020,https://animehay.life/upload/poster/2979.jpg
Diamond no Ace: Act II,,"Tiếp tục sau giải mùa thu, đội bóng chày Cao Trung Seidou cùng những gương mặt mới và cũ tiếp tục hành trình đến với Koshien.","Anime,Hài hước,Học đường,Shounen,Thể thao",9.1,170,2019,https://animehay.life/upload/poster/2775.jpg
White Album 2nd Season,White Album Second Season | White Album the Latter Half,Phần 2 Tiếp nối White Album 1,"Anime,Tình cảm,Harem,Drama,Âm nhạc",6.3,27,2009,https://animehay.life/upload/poster/3005.jpg
Majutsushi Orphen Hagure Tabi,,"Một pháp sư tập sự từng đứng đầu Nanh Tháp danh tiếng, giờ đang là kẻ cho vay cố tìm cách đòi lại nợ, cho đến khi những con nợ lập ra kế hoạch kiếm tiền: lừa gạt kết hôn. Vô tình bị lôi vào kế hoạch, Orphen đã gặp lại con quái vật vốn là mục tiêu của cậu kể từ ngày rời Nanh Tháp. Giữa những người muốn giết con quái vật và Orphen-người cố hết sức bảo vệ nó-những ngày yên bình của cậu đã chấm dứt. Cố tìm cách biến người đàn chị Azalie quay về với hình dáng cũ đã dẫn đến nhiều bí ẩn và mấu chốt bí mật của thế giới này.","Anime,Hành động,Võ thuật,Giả tưởng,Phiêu lưu,Drama",7.3,180,2020,https://animehay.life/upload/poster/2953.jpg
Osomatsu-san,Mr. Osomatsu,"Gia đình Matsuno có sáu người con trai nghịch ngợm và tinh nghịch, cầm đầu bởi Osomatsu đứa con cả. Họ là những học sinh trung cấp trở lại trong thời Shouwa, nhưng mặc dù vẫn còn sống trong gia đình cũ, quan điểm đường phố cũng như phong cách sống của xã hội hiện đại ngày nay đã thay đổi rất nhiều.","Anime,Hài hước",8.0,33,2015,https://animehay.life/upload/poster/2375.jpg
HONZUKI NO GEKOKUJOU: SHISHO NI NARU TAME NI WA SHUDAN WO ERANDEIRAREMASEN,Ascendance of a Bookworm,"Motosu Urano, một sinh viên đại học yêu sách, vừa nhận được chứng nhận Thư viện và được cho là sẽ thực hiện công việc mơ ước sau khi tốt nghiệp, đã bị giết trong trận động đất lớn nghiền nát bên dưới một bộ sách khổng lồ của chính mình. Mong muốn được tái sinh để đọc nhiều hơn nữa, cô đã tái sinh vào một thế giới có trình độ hiểu biết thấp và rất ít sách, chỉ giới hạn trong giới quý tộc của thế giới. Khi cô tái sinh thành con gái 5 tuổi của một người lính thấp hèn, Maine, cho dù cô có muốn đọc bao nhiêu đi chăng nữa, không có cách nào có bất kỳ cuốn sách nào xung quanh. Nếu không có sách thì bạn sẽ làm gì? Bạn tự biến họ thành tất nhiên ... Mục tiêu của cô ấy là gì, trở thành một thủ thư bất kể điều gì, và sống một cuộc sống được bao quanh bởi những cuốn sách. Để bắt đầu, cô bắt đầu từ việc làm cho họ. (Nguồn: MU, đã chỉnh sửa)","Anime,Đời thường,Siêu nhiên",8.9,330,2019,https://animehay.life/upload/poster/2873.jpg
Boku no Hero Academia 4th Season,,Phần 4 của bộ phim Boku no Hero Academia,"Anime,Hành động,Hài hước,Học đường,Shounen,Siêu năng lực",9.7,1088,2019,https://animehay.life/upload/poster/2905.jpg
Tsugumomo,,"Kazuya Kagami không bao giờ đi bất cứ nơi nào mà không có ""Sakura Obi"" quý giá mà mẹ anh đã tặng anh. Một ngày kia, một cô gái xinh xắn, trang trí kimono tên là Kiriha xuất hiện trước mặt anh. Kiriha tự nhiên bắt đầu sống với Kazuya trong phòng của mình. Sau đó có Chisato, người bạn thời thơ ấu của Kazuya với cặp kính và một chú ngựa đuôi ngựa, người truyền thông vào các vấn đề của mình. Chẳng bao lâu, cũng có một người chị gái bảo vệ quá sức dường như muốn tắm với anh ta. Jumble trong một nữ phi công ngực khổng lồ, một phù thủy trông đẹp có tên là Kokuyoura, những phụ nữ xinh đẹp, và những cô gái nóng bỏng, và cuộc sống hạnh phúc, lúng túng, lúng túng của Kazuya bắt đầu ...","Anime,Hành động,Hài hước,Học đường,Siêu nhiên,Ecchi,Seinen",9.5,666,2017,https://animehay.life/upload/poster/2036.jpg
The Old Days,Mekakucity Actors Special,Tập đặc biệt của Mekakucity Actors/Kagerou Project. Tập này nói về lần quen nhau giữa Ayano và Shintaro.,"Anime,Tình cảm,Hài hước,Viễn tưởng,Siêu nhiên,Siêu năng lực",9.3,35,2019,https://animehay.life/upload/poster/2989.jpg
Made in Abyss Movie 1&2,"Made in Abyss Movie 1: Tabidachi no Yoake, Made in Abyss Movie 2: Hourou Suru Tasogare",2 Movie Recap lại bản TV Series Made in Abyss,"Anime,Viễn tưởng,Giả tưởng,Phiêu lưu,Bí ẩn,Drama",8.3,75,2019,https://animehay.life/upload/poster/2990.jpg
Perfect Blue,,"Mima từng là một ngôi sao nhạc pop có chút tiếng tăm. Cô quyết định từ bỏ sự nghiệp ca hát để trở thành diễn viên vì người quản lý cho rằng: nghề diễn có thể làm cô trở nên tỏa sáng hơn. Để có cơ hội nổi tiếng, Mima đành chấp nhận đóng cảnh bị cưỡng bức và thậm chí làm người mẫu chụp hình khỏa thân. Quyết định này không làm hài lòng một số fan của cô. Thế rồi có kẻ bắt đầu hù dọa, quấy rối Mima. Cùng lúc đó trên internet, lại có một trang web giả mạo Mima viết nhật ký. Điều ngạc nhiên là: những chi tiết trong đó lại hoàn toàn chính xác với cuộc sống hàng ngày của Mima. Hoang mang hơn nữa, bản thân Mima luôn thấy ảo ảnh chính cô trong bộ dạng ngôi sao nhạc pop ngày trước của mình lượn lờ trước mắt. Hình ảnh phiên bản đó khinh bỉ Mima, lăng mạ cô thậm tệ. Rồi những vai diễn trong bộ phim cô đang đóng đôi khi ám ảnh tâm trí cô đến mức Mima không còn nhận ra đâu là thực tế, đâu là ảo giác. Thế rồi mọi chuyện bắt đầu trở nên tệ hại hơn khi những người liên quan đến sự nghiệp mới của cô lần lượt bị giết hại rất dã man. Liệu đó là do bàn tay của kẻ nào đó nằm sau tất cả? Hay có phải chính là một nhân cách khác của bản thân Mima đã giết người?","Anime,Đời thường,Drama",8.8,32,1998,https://animehay.life/upload/poster/2994.jpg
Kandagawa Jet Girls,JET GIRLS,Cuộc đua của các cô gái trên những chiếc máy bay phản lực.,"Anime,Thể thao",8.1,152,2019,https://animehay.life/upload/poster/2891.jpg
Kaijuu no Kodomo,Những đứa con của hải thú,"Khi Ruka còn nhỏ, cô thấy một bóng ma trong nước của khu hồ cá thủy cung nơi bố cô làm việc. Giờ đây, cô cảm giác mình có mối liên hệ nào đó với hồ thủy cung ấy và hai cậu bé bí ẩn mà cô gặp. Họ là Umi và Sora - hai đứa trẻ được những con bò biển nuôi nấng. Giống như Ruka, họ cũng nghe được âm thanh kì lạ kêu gọi họ từ vùng đại dương kia.  Trong khi đó, bố của Ruka và những người lớn khác không quan tâm lắm đến lũ trẻ, vì họ đang vướn vào một hiện tượng bí ẩn - hàng loạt cá trên đại dương khắp thế giới đột ngột biến mất.","Anime,Tình cảm,Phiêu lưu,Đời thường",9.1,49,2019,https://animehay.life/upload/poster/2993.jpg
Mekakucity Actors,Kagerou Project | Mekaku City Actors,"Với tông màu chủ đạo gồm những sắc xanh, đỏ, trắng, Kagerou Project chủ yếu xoay quanh về câu chuyện của các thành viên trong Mekakushi Dan (Blindfold Gang - Hội Bịt Mắt =)) ), một băng mà hầu hết các thành viên đều có năng lực đặc biệt về “mắt”, ví dụ như “Che giấu mắt” - năng lực che dấu “sự tồn tại” của bản thân và những người xung quanh hay “Thu hút mắt” - năng lực thu hút sự chú ý của người khác,… Đặc biệt, mỗi khi sử dụng những năng lực này, đôi mắt của các thành viên đều chuyển sang màu đỏ.  Với dàn NV độc đáo (NEET, tsundere, yandere, dojikko, Idol...) và cốt truyện plot đâu không thấy, chỉ toàn thấy twist, Kagerou Project hứa hẹn sẽ mang đến cho các bạn một khoảng thời gian vui~vẻ.","Anime,Tình cảm,Hài hước,Viễn tưởng,Siêu nhiên,Siêu năng lực",9.1,374,2014,https://animehay.life/upload/poster/1028.jpg
